% data_file
@RELATION entity

@attribute Checked {Yes,No,Y,N}
@attribute Sentence string
@attribute Marked {Y,N}
@attribute By string
@attribute Speaker string
@attribute Party {R,D}
@attribute DebateId numeric
@attribute ID numeric
@attribute Id_1 numeric
@ATTRIBUTE entype_PERSON NUMERIC
@ATTRIBUTE entype_LOCATION NUMERIC
@ATTRIBUTE entype_ORGANIZATION NUMERIC
@ATTRIBUTE entype_MISC NUMERIC
@ATTRIBUTE entype_MONEY NUMERIC
@ATTRIBUTE entype_NUMBER NUMERIC
@ATTRIBUTE entype_ORDINAL NUMERIC
@ATTRIBUTE entype_PERCENT NUMERIC
@ATTRIBUTE entype_DATE NUMERIC
@ATTRIBUTE entype_TIME NUMERIC
@ATTRIBUTE entype_DURATION NUMERIC
@ATTRIBUTE entype_SET NUMERIC
@ATTRIBUTE class_label_1 {0, 1}

@DATA
No,'When ISIL does training videos that say the easiest way to get a combat assault weapon in the United States of America is at a gun show, then we should all be waking up.',?,None,OMALLEY,D,1,118,2,0,4,1,0,0,0,0,0,0,0,0,0,0
No,'We need comprehensive gun safety legislation and a ban on assault weapons.',?,None,OMALLEY,D,1,118,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because, Martha, it would prevent people like the guy that just got charged yesterday perhaps from being able to buy combat assault weapons.',?,None,OMALLEY,D,1,121,0,1,0,0,0,0,0,0,0,1,0,0,0,0
No,'You know, we are the only nation, only developed nation on the planet...',?,None,OMALLEY,D,1,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'No, Martha, I would not.',?,None,OMALLEY,D,1,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'And that\'s not what we did in Maryland.',?,None,OMALLEY,D,1,123,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'But you know what we did in Maryland?',?,None,OMALLEY,D,1,123,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We overcame the NRA\'s objections.',?,None,OMALLEY,D,1,123,3,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'We overcame all of the crowds that were coming down there.',?,None,OMALLEY,D,1,123,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'We did our own rallies.',N,washingtonpost.com,OMALLEY,D,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'And at least if we enact these laws in a prospective way, we can address a major vulnerability in our country.',N,washingtonpost.com,OMALLEY,D,1,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'ISIL videos, ISIL training videos are telling lone wolves the easiest way to buy a combat assault weapon in America is at a gun show.',Y,washingtonpost.com,OMALLEY,D,1,124,2,0,1,1,0,0,0,0,0,0,0,0,0,1
No,'And it\'s because of the flip-flopping, political approach of Washington that both of my two colleagues on this stage have represented there for the last forty years.',?,None,OMALLEY,D,1,125,0,0,1,0,0,0,1,0,0,0,0,4,0,0
No,'Whoa, whoa, whoa.',?,None,SANDERS,D,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Let\'s calm down a little bit, Martin.',?,None,SANDERS,D,1,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'Yes, let\'s tell the truth, Martin.',?,None,CLINTON,D,1,127,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'I am telling the truth.',?,None,OMALLEY,D,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'First of all, let\'s have some rules here, commentators.',?,None,SANDERS,D,1,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'All right.',?,None,SANDERS,D,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'He sure did.',?,None,SANDERS,D,1,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'He invoked mine as well.',?,None,CLINTON,D,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'Sure did.',N,washingtonpost.com,SANDERS,D,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'All right.',N,washingtonpost.com,SANDERS,D,1,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'First off, we can do all the great speeches we want but you\'re not going to succeed unless there is a consensus.',N,washingtonpost.com,SANDERS,D,1,138,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Yes,'In 1988, just to set the record straight governor, I ran for the U.S. House.',Y,washingtonpost.com,SANDERS,D,1,138,3,0,0,2,0,0,0,0,0,1,0,0,0,1
Yes,'We have one House member from Vermont, three candidates in the race.',N,washingtonpost.com,SANDERS,D,1,138,4,0,1,1,0,0,2,0,0,0,0,0,0,0
Yes,'One candidate said, you know what, I don\'t think it\'s a great idea that we sell automatic weapons in this country that are used by the military to kill people very rapidly.',Y,washingtonpost.com,SANDERS,D,1,138,5,0,0,0,0,0,1,0,0,0,0,0,0,1
Yes,'Gun people said, there were three candidates in the race, you vote for one of the others, but not Bernie Sanders.',Y,washingtonpost.com,SANDERS,D,1,139,0,2,0,0,0,0,2,0,0,0,0,0,0,1
Yes,'I lost that election by three percentage points.',Y,washingtonpost.com,SANDERS,D,1,139,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Yes,'Quite likely, for that reason.',N,washingtonpost.com,SANDERS,D,1,139,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'So please, do not explain to me, coming from a state where democratic governors and republican governors have supported virtually no gun control.',N,washingtonpost.com,SANDERS,D,1,139,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Excuse me.',?,None,SANDERS,D,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Do not tell me that I have not shown courage in standing up to the gun people, in voting to ban assault weapons, voting for instant background checks, voting to end the gun show loop hole and now we\'re in a position to create a consensus in America on gun safety.',?,None,SANDERS,D,1,141,1,0,1,0,0,0,0,0,0,1,0,0,0,0
No,'I do and this is an important issue and I know we\'ll get to a lot of other critical ones as well.',?,None,CLINTON,D,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I actually agree with Governor O\'Malley about the need for common sense gun safety measures.',?,None,CLINTON,D,1,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I applaud his record in Maryland.',?,None,CLINTON,D,1,144,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I just wish he wouldn\'t misrepresent mine.',?,None,CLINTON,D,1,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I have been for the Brady bill, I have been against assault weapons.',?,None,CLINTON,D,1,144,4,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'I have voted not to give gun makers and sellers immunity.',?,None,CLINTON,D,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I also know that -- and I\'m glad to see this -- Senator Sanders has really moved in face of the facts about what we\'re confronting in our country.',?,None,CLINTON,D,1,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'I know that he has said in the two previous that he wants to take on this immunity issue because we need to send a strong message to the gun manufacturers, to the sellers, to the gun lobby.',?,None,CLINTON,D,1,145,2,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'And I would hope, Senator Sanders, that you would join the Democrats who are trying to close the Charleston loophole, that you would sponsor or co-sponsor legislation to remove the absolute immunity.',?,None,CLINTON,D,1,146,0,1,1,0,1,0,0,0,0,0,0,0,0,0
No,'We need to move on this consensus that exists in the country.',?,None,CLINTON,D,1,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s no longer enough just to say the vast majority of Americans want common sense gun safety measures including gun owners.',?,None,CLINTON,D,1,146,2,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'We need, and only the three of us will do this, nobody on the Republican side will even admit there\'s a problem.',?,None,CLINTON,D,1,147,0,0,0,0,1,0,1,0,0,0,0,0,0,0
No,'And in whatever way the three of us can we need to move this agenda forward and begin to deal with the gun lobby and the intimidation that they present.',?,None,CLINTON,D,1,147,1,0,0,0,0,0,1,0,0,1,0,0,0,0
No,'Well I think a lot of people are understandably reacting out of fear and anxiety about what they\'re seeing.',?,None,CLINTON,D,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'First what they saw in Paris, now what they have seen in San Bernardino.',?,None,CLINTON,D,1,151,1,0,3,0,0,0,0,1,0,1,0,0,0,0
No,'And Mr. Trump has a great capacity to use bluster and bigotry to inflame people and to make think there are easy answers to very complex questions.',?,None,CLINTON,D,1,151,2,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'So what I would say is, number one, we need to be united against the threats that we face.',?,None,CLINTON,D,1,152,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'We need to have everybody in our country focused on watching what happens and reporting it if it\'s suspicious, reporting what you hear.',?,None,CLINTON,D,1,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Making sure that Muslim Americans don\'t feel left out or marginalized at the very moment when we need their help.',?,None,CLINTON,D,1,152,2,0,0,0,2,0,0,0,0,0,0,0,0,0
No,'You know, I was a senator from New York after 9/11, and we spent countless hours trying to figure out how to protect the city and the state from perhaps additional attacks.',?,None,CLINTON,D,1,153,0,0,2,0,0,0,1,0,0,0,0,1,0,0
No,'One of the best things that was done, and George W. Bush did this and I give him credit, was to reach out to Muslim Americans and say, we\'re in this together.',?,None,CLINTON,D,1,153,1,3,0,0,2,0,1,0,0,0,0,0,0,0
No,'You are not our adversary, you are our partner.',?,None,CLINTON,D,1,153,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'And we also need to make sure that the really discriminatory messages that Trump is sending around the world don\'t fall on receptive ears.',N,factcheck.org;washingtonpost.com,CLINTON,D,1,154,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'He is becoming ISIS\'s best recruiter.',N,factcheck.org;washingtonpost.com,CLINTON,D,1,154,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Yes,'They are going to people showing videos of Donald Trump insulting Islam and Muslims in order to recruit more radical jihadists.',Y,factcheck.org;washingtonpost.com,CLINTON,D,1,154,2,2,0,1,1,0,0,0,0,0,0,0,0,1
Yes,'So I want to explain why this is not in America\'s interest to react with this kind of fear and respond to this sort of bigotry.',N,factcheck.org;washingtonpost.com,CLINTON,D,1,154,3,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Well, the answer is, obviously, if you see suspicious activity, you report it.',?,None,SANDERS,D,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s kind of a no-brainer.',?,None,SANDERS,D,1,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, somebody is loading guns and ammunition into a house, I think it\'s a good idea to call 911.',?,None,SANDERS,D,1,157,2,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'Do it.',?,None,SANDERS,D,1,157,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But I want to talk -- I want to talk about something else, because Secretary Clinton I think made some interesting and good points.',?,None,SANDERS,D,1,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'What you have now is a very dangerous moment in American history.',?,None,SANDERS,D,1,160,1,0,0,0,1,0,0,0,0,1,0,0,0,0
No,'The secretary is right: Our people are fearful.',?,None,SANDERS,D,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They are anxious on a number of levels.',?,None,SANDERS,D,1,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They are anxious about international terrorism and the possibility of another attack on America.',?,None,SANDERS,D,1,161,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We all understand that.',?,None,SANDERS,D,1,161,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But you know what else they\'re anxious about?',?,None,SANDERS,D,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They\'re anxious about the fact that they are working incredibly long hours, they\'re worried about their kids, and they\'re seeing all the new income and wealth -- virtually all of it -- going to the top 1 percent.',?,None,SANDERS,D,1,162,1,0,0,0,0,0,0,0,2,0,0,1,0,0
No,'And they\'re looking around them, and they\'re looking at Washington, and they\'re saying the rich are getting much richer, I\'m getting poorer, what are you going to do about it?',?,None,SANDERS,D,1,162,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'What are you going to do for my kids?',?,None,SANDERS,D,1,162,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And somebody like a Trump comes along and says, \"I know the answers.',?,None,SANDERS,D,1,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'The answer is that all of the Mexicans, they\'re criminals and rapists, we\'ve got to hate the Mexicans.',?,None,SANDERS,D,1,163,1,0,0,0,2,0,0,0,0,0,0,0,0,0
No,'Those are your enemies.',?,None,SANDERS,D,1,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We hate all the Muslims, because all of the Muslims are terrorists.',?,None,SANDERS,D,1,163,3,0,0,0,2,0,0,0,0,0,0,0,0,0
No,'We\'ve got to hate the Muslims.\"',?,None,SANDERS,D,1,163,4,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'Meanwhile, the rich get richer.',?,None,SANDERS,D,1,163,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So what I say to those people who go to Donald Trump\'s rallies, understand: He thinks a low minimum wage in America is a good idea.',?,None,SANDERS,D,1,164,0,2,1,0,0,0,0,0,0,0,0,0,0,0
No,'He thinks low wages are a good idea.',?,None,SANDERS,D,1,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I believe we stand together to address the real issues facing this country, not allow them to divide us by race or where we come from.',?,None,SANDERS,D,1,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Let\'s create an America that works for all of us, not the handful on top.',?,None,SANDERS,D,1,165,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Martha, may I -- Martha, may I...',?,None,OMALLEY,D,1,169,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'Can I share this quick story?',?,None,OMALLEY,D,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,Oh.,?,None,OMALLEY,D,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'All right.',?,None,OMALLEY,D,1,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'When you come back to me, I\'ll share that story.',?,None,OMALLEY,D,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I would not want to go to that point.',?,None,CLINTON,D,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I would hope that, given the extraordinary capacities that the tech community has and the legitimate needs and questions from law enforcement, that there could be a Manhattan-like project, something that would bring the government and the tech communities together to see they\'re not adversaries, they\'ve got to be partners.',?,None,CLINTON,D,1,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It doesn\'t do anybody any good if terrorists can move toward encrypted communication that no law enforcement agency can break into before or after.',?,None,CLINTON,D,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'There must be some way.',?,None,CLINTON,D,1,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I don\'t know enough about the technology, Martha, to be able to say what it is, but I have a lot of confidence in our tech experts.',?,None,CLINTON,D,1,181,2,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'And maybe the back door is the wrong door, and I understand what Apple and others are saying about that.',?,None,CLINTON,D,1,182,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'But I also understand, when a law enforcement official charged with the responsibility of preventing attacks -- to go back to our early questions, how do we prevent attacks -- well, if we can\'t know what someone is planning, we are going to have to rely on the neighbor or, you know, the member of the mosque or the teacher, somebody to see something.',?,None,CLINTON,D,1,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I just think there\'s got to be a way, and I would hope that our tech companies would work with government to figure that out.',?,None,CLINTON,D,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Otherwise, law enforcement is blind -- blind before, blind during, and, unfortunately, in many instances, blind after.',?,None,CLINTON,D,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So we always have to balance liberty and security, privacy and safety, but I know that law enforcement needs the tools to keep us safe.',?,None,CLINTON,D,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And that\'s what i hope, there can be some understanding and cooperation to achieve.',?,None,CLINTON,D,1,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I believe that we should never give up our privacy; never should give up our freedoms in exchange for a promise of security.',?,None,OMALLEY,D,1,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We need to figure this out together.',?,None,OMALLEY,D,1,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We need a collaborative approach.',?,None,OMALLEY,D,1,186,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We need new leadership.',?,None,OMALLEY,D,1,186,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The way that things work in the modern era is actually to gather people around the table and figure these things out.',?,None,OMALLEY,D,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The federal government should have to get warrants.',?,None,OMALLEY,D,1,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s not some sort of passe you know, antique sort of principle that safeguards our freedoms.',?,None,OMALLEY,D,1,187,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But at the same time with new technologies I believe that the people creating these projects -- I mean these products also have an obligation to come together with law enforcement to figure these things out; true to our American principles and values.',?,None,OMALLEY,D,1,188,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'My friend Kashif, who is a doctor in Maryland; back to this issue of our danger as a democracy of turning against ourselves.',?,None,OMALLEY,D,1,189,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No,'He was putting his 10 and 12-year-old boys to bed the other night.',?,None,OMALLEY,D,1,189,1,0,0,0,0,0,1,0,0,0,1,1,0,0
No,'And he is a proud American Muslim.',?,None,OMALLEY,D,1,189,2,0,0,0,2,0,0,0,0,0,0,0,0,0
No,'And one of his little boys said to him, \"Dad, what happens if Donald Trump wins and we have to move out of our homes?\"',?,None,OMALLEY,D,1,189,3,2,0,0,0,0,1,0,0,0,0,0,0,0
No,'These are very, very real issues.',?,None,OMALLEY,D,1,189,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'this is a clear and present danger in our politics within.',?,None,OMALLEY,D,1,189,5,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'We need to speak to what unites us as a people; freedom of worship, freedom of religion, freedom of expression.',?,None,OMALLEY,D,1,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And we should never be convinced to give up those freedoms in exchange for a promise of greater security; especially from someone as untried and as incompetent as Donald Trump.',?,None,OMALLEY,D,1,190,1,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, I agree that we have to have the toughest screening and vetting...',?,None,CLINTON,D,1,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I don\'t think a halt is necessary.',?,None,CLINTON,D,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'What we have to do is put all of our resources through the Department of Homeland Security, through the State Department, through our intelligence agencies, and we have to have an increased vetting and screening.',?,None,CLINTON,D,1,196,1,0,0,6,0,0,0,0,0,0,0,0,0,0
No,'Now, this takes, David, 18 months to 24 months, two years.',?,None,CLINTON,D,1,196,2,1,0,0,0,0,0,0,0,1,0,6,0,0
No,'So I know it\'s not going to happen overnight and everything that can be done should be done.',?,None,CLINTON,D,1,197,0,0,0,0,0,0,0,0,0,0,1,0,0,0
No,'But the process should move forward while we are also taking on ISIS, putting together the kind of strategy that I\'ve advocated for, and making sure that the vetting and the screening is as tough as possible.',?,None,CLINTON,D,1,197,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'Because I do believe that we have a history and a tradition, that is part of our values system and we don\'t want to sacrifice our values.',?,None,CLINTON,D,1,197,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We don\'t want to make it seem as though we are turning into a nation of fear instead of a nation of resolve.',?,None,CLINTON,D,1,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So I want us to have a very tough screening process but I want that process to go forward.',?,None,CLINTON,D,1,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And if at the end of 18 months, 24 months there are people who have been cleared, and I would prioritize widows, and orphans, and the elderly, people who may have relatives, families, or have nowhere else to go.',?,None,CLINTON,D,1,198,2,0,0,0,0,0,0,0,0,4,0,3,0,0
No,'I would prioritize them.',?,None,CLINTON,D,1,198,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And that would I think give the American public a bit more of a sense of security about who is being processed and who might end up coming as refugees.',?,None,CLINTON,D,1,199,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'No, what I would say is this is look, I was the first of the three of us to call for America to accept the 65,000 refugees we were asked to accept.',?,None,OMALLEY,D,1,201,0,0,1,0,0,0,2,1,0,0,0,0,0,0
No,'And if this humanitarian crisis increases, we should accept more.',?,None,OMALLEY,D,1,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'David, there are wider vulnerabilities than when it comes to refugees.',?,None,OMALLEY,D,1,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'I met recently with some members of the Chaldean Christian communities and the wait times are a year, 18 months, 24 months.',?,None,OMALLEY,D,1,204,1,0,0,0,2,0,0,0,0,1,0,6,0,0
